id, username, timestamp, accesstype, ipaddress, affecteduser, 
120, tmopinga, 2013-04-01 02:09:18, change email, 127.0.0.1, tmopinga, 
121, tmopinga, 2013-04-01 02:09:45, change email, 127.0.0.1, tmopinga, 
122, tmopinga, 2013-04-01 02:20:15, change email, 127.0.0.1, tmopinga, 
123, tmopinga, 2013-04-01 02:20:29, change email, 127.0.0.1, tmopinga, 
124, tmopinga, 2013-04-01 02:27:25, change password, 127.0.0.1, tmopinga, 
125, ljbtirazona, 2013-04-01 02:30:56, edit profile, 127.0.0.1, tmopinga, 
126, ljbtirazona, 2013-04-01 02:32:44, edit profile, 127.0.0.1, tmopinga, 
127, ljbtirazona, 2013-04-01 02:33:11, edit profile, 127.0.0.1, tmopinga, 
128, ljbtirazona, 2013-04-01 02:42:53, add role, 127.0.0.1, mgcarandang, 
129, ljbtirazona, 2013-04-01 02:43:28, change password, 127.0.0.1, mgcarandang, 
130, mgcarandang, 2013-04-01 02:51:52, delete, 127.0.0.1, amopinga, 
131, mgcarandang, 2013-04-01 02:53:42, delete, 127.0.0.1, amopinga, 
132, ljbtirazona, 2013-04-01 02:56:38, delete, 127.0.0.1, bmopinga, 
133, ljbtirazona, 2013-04-01 02:56:43, delete, 127.0.0.1, amopinga, 
134, ljbtirazona, 2013-04-01 02:59:04, delete, 127.0.0.1, amopinga, 
135, ljbtirazona, 2013-04-01 03:02:13, delete, 127.0.0.1, amopinga, 
136, ljbtirazona, 2013-04-01 03:04:06, delete, 127.0.0.1, bmopinga, 
137, ljbtirazona, 2013-04-01 03:04:11, delete, 127.0.0.1, amopinga, 
138, ljbtirazona, 2013-04-01 03:05:46, delete, 127.0.0.1, amopinga, 
139, ljbtirazona, 2013-04-01 03:06:01, delete, 127.0.0.1, bmopinga, 
140, ljbtirazona, 2013-04-01 03:10:04, delete, 127.0.0.1, bmopinga, 
141, ljbtirazona, 2013-04-01 03:10:38, delete, 127.0.0.1, amopinga, 
142, ljbtirazona, 2013-04-01 03:11:34, delete, 127.0.0.1, amopinga, 
143, ljbtirazona, 2013-04-01 03:11:39, delete, 127.0.0.1, bmopinga, 
144, ljbtirazona, 2013-04-01 03:29:12, delete, 127.0.0.1, bmopinga, 
145, ljbtirazona, 2013-04-01 03:29:18, delete, 127.0.0.1, amopinga, 
146, ljbtirazona, 2013-04-01 03:33:34, delete, 127.0.0.1, emopinga, 
147, ljbtirazona, 2013-04-01 03:33:40, delete, 127.0.0.1, dmopinga, 
148, ljbtirazona, 2013-04-01 03:33:45, delete, 127.0.0.1, cmopinga, 
149, ljbtirazona, 2013-04-01 03:33:49, delete, 127.0.0.1, bmopinga, 
150, ljbtirazona, 2013-04-01 03:33:54, delete, 127.0.0.1, amopinga, 
151, ljbtirazona, 2013-04-01 03:53:06, delete, 127.0.0.1, gmopinga, 
152, ljbtirazona, 2013-04-01 03:53:14, delete, 127.0.0.1, fmopinga, 
153, ljbtirazona, 2013-04-01 03:53:20, delete, 127.0.0.1, emopinga, 
154, ljbtirazona, 2013-04-01 03:53:27, delete, 127.0.0.1, dmopinga, 
155, ljbtirazona, 2013-04-01 03:53:31, delete, 127.0.0.1, cmopinga, 
156, ljbtirazona, 2013-04-01 03:53:35, delete, 127.0.0.1, bmopinga, 
157, ljbtirazona, 2013-04-01 03:53:40, delete, 127.0.0.1, amopinga, 
158, ljbtirazona, 2013-04-01 04:09:20, add role, 127.0.0.1, mcspaterno, 
179, ljbtirazona, 2013-04-01 04:37:43, delete role, 127.0.0.1, kepbautista, 
185, ljbtirazona, 2013-04-01 04:45:36, delete role, 127.0.0.1, hrdo, 
187, ljbtirazona, 2013-04-01 04:47:20, delete role, 127.0.0.1, registrar, 
191, ljbtirazona, 2013-04-01 04:48:34, delete role, 127.0.0.1, ljbtirazona, 
192, ljbtirazona, 2013-04-01 04:48:50, delete role, 127.0.0.1, mgcarandang, 
193, ljbtirazona, 2013-04-01 04:56:02, delete role, 127.0.0.1, mespiadozo, 
194, ljbtirazona, 2013-04-01 04:56:12, delete role, 127.0.0.1, mctdeluna, 
195, ljbtirazona, 2013-04-01 04:58:21, add role, 127.0.0.1, ljbtirazona, 
196, ljbtirazona, 2013-04-01 05:00:14, add role, 127.0.0.1, ravreveche, 
197, ljbtirazona, 2013-04-01 05:00:32, add role, 127.0.0.1, kepbautista, 
198, ljbtirazona, 2013-04-01 05:01:02, add role, 127.0.0.1, mgcarandang, 
199, ljbtirazona, 2013-04-01 05:10:56, insert, 127.0.0.1, aopinga, 
200, ljbtirazona, 2013-04-01 05:13:18, delete, 127.0.0.1, aopinga, 
201, ljbtirazona, 2013-04-01 05:13:40, insert, 127.0.0.1, aopinga, 
202, tmopinga, 2013-04-01 05:16:07, change password, 127.0.0.1, tmopinga, 
203, tmopinga, 2013-04-01 05:17:34, change password, 127.0.0.1, tmopinga, 
204, tmopinga, 2013-04-01 11:55:55, change password, 127.0.0.1, tmopinga, 
205, tmopinga, 2013-04-01 11:58:44, change password, 127.0.0.1, tmopinga, 
206, tmopinga, 2013-04-01 12:00:31, change password, 127.0.0.1, tmopinga, 
207, tmopinga, 2013-04-01 13:28:40, change password, 127.0.0.1, tmopinga, 
208, mgcarandang, 2013-04-01 14:10:37, delete, 127.0.0.1, aopinga, 
209, mgcarandang, 2013-04-01 14:10:47, delete, 127.0.0.1, bmopinga, 
210, mgcarandang, 2013-04-01 14:11:05, delete, 127.0.0.1, amopinga, 
211, ljbtirazona, 2013-04-01 14:35:38, insert, 127.0.0.1, aopinga, 
212, ljbtirazona, 2013-04-02 10:52:01, delete, 127.0.0.1, aopinga, 
213, ljbtirazona, 2013-04-02 10:52:20, insert, 127.0.0.1, aopinga, 
214, ljbtirazona, 2013-04-02 10:52:57, delete, 127.0.0.1, aopinga, 
215, ljbtirazona, 2013-04-02 12:52:21, insert, 127.0.0.1, aopinga, 
216, ljbtirazona, 2013-04-02 12:52:35, delete, 127.0.0.1, aopinga, 
217, ljbtirazona, 2013-04-02 15:23:48, insert, 127.0.0.1, aopinga, 
218, ljbtirazona, 2013-04-02 15:25:15, delete, 127.0.0.1, cmopinga, 
219, ljbtirazona, 2013-04-02 15:25:20, delete, 127.0.0.1, dmopinga, 
